order_number,order_type,department,order_date,inspection_date_started,inspection_date_completed,buyer_name,shipper_name,vessel_carrier,bill_of_lading,bill_of_lading_date,inspection_place,client_ref_code,client_trade_name,client_Name,client_address,client_address,client_address,contact_name,contact_phone,contact_email,commodity_name,item_description,quantity,unit_name
ICG15-098,International,CG,14/04/2015,14/04/2015,15/04/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONT,,,NET CO. - DONG NAI,CMi1501-0477-8,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,Detergent,DETERGENT,9,Cont(s)
ICG15-099,International,CG,14/04/2015,15/04/2015,15/04/2015,TRD - CUBA,"HOANG YEN CONSTRUCTION & TRADING CO., LTD",CONT,,,HOCHIMINH CITY,CMi1504-1716-1,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,GARMENTS,OIL CLOTHER,2,Cont(s)
ICG15-100,International,CG,14/04/2015,16/04/2015,16/04/2015,TRD - CUBA,"HOANG YEN CONSTRUCTION & TRADING CO., LTD",CONT,,,HOCHIMINH CITY,CMi1504-1716-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,Garment for Children,GARMENT,1,Cont(s)
ICG15-101,International,CG,14/04/2015,17/04/2015,18/04/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONT,,,VUNG TAU,CMi1504-1677,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,TOILET PAPER,TOILET PAPER,5,Cont(s)
ICG15-102,International,CG,17/04/2015,30/04/2015,30/04/2015,CORPORACION CIMEX S.A,INTERNATIONAL CARIBBEAN SUPPLIES S.A,CONTS,,,INDONESIA,CMi1411-3658-6,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,SOAP,SOAPS,3,Cont(s)
ICG15-103,International,CG,17/04/2015,24/04/2015,24/04/2015,CORPORACION CIMEX S.A,COMERCIAL WHITERHORN S.A,CONTS,,,MALAYSIA,CMi1503-1219-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,CONDENSED MILK,CONDENSED MILK,4,Cont(s)
ICG15-104,International,CG,17/04/2015,15/04/2015,15/04/2015,MAPRINTER,CASABLANCA S.A,CONT,,,INDONESIA,CMi1504-1563,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,PAPER,PAPER,3,Cont(s)
ICG15-105,International,CG,17/04/2015,17/04/2015,17/04/2015,TRD - CUBA,"HOANG YEN CONSTRUCTION & TRADING CO., LTD",CONT,,,HAIPHONG,CMi1504-1716-3,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,GARMENT,GARMENT,1,Cont(s)
ICG15-106,International,CG,17/04/2015,17/04/2015,17/04/2015,TRD - CUBA,THAI THINH SHOES CORP.,CONTS,,,VUNGTAU,CMi1503-1217-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,SOAP,SOAPS,5,Cont(s)
ICG15-107,International,CG,17/04/2015,6/5/2015,8/5/2015,CIMEX SA,VICO COMPANY LIMITED,CONTS,,,HAIPHONG,CMi1306-2029-20,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,Detergent,DETERGENT,17,Cont(s)
ICG15-108,International,CG,8/4/2015,21/04/2015,22/04/2015,MAPRINTER,CASABLANCA S.A,CONT,,,INDONESIA,CMi1503-1524,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,SINAR FOLD/ CARD,SINAR FOLD/ CARD,1,Cont(s)
ICG15-109,International,CG,8/4/2015,22/04/2015,22/04/2015,ALIMPORT - CUBA,XOVEL S.A.,CONTS,,,THAILAND,CMi1504-1799-1,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,"CANNED TUNA 170G/1,000G",CANNED TUNA,3,Cont(s)
ICG15-110,International,CG,8/4/2015,22/04/2015,22/04/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONT,,,INDONESIA,CMi1503-1377-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,HOME ACCESSORIES,HOME ACCESSORIES,1,Cont(s)
ICG15-111,International,CG,8/4/2015,24/04/2015,24/04/2015,ALIMPORT - CUBA,XOVEL S.A.,CONT,,,HANOI,CMi1504-1799-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,"CANNED TUNA 170G/1,000G",CANNED TUNA,2,Cont(s)
ICG15-112,International,CG,8/4/2015,27/04/2015,29/04/2015,TRD - CUBA,VIGLACERA CERAMIC TITES TRADING JOINT STOCK COMPANY,CONTS,,,HANOI,CMi1501-0053-4,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,CERAMIC TILES,CERAMIC,1,Cont(s)
ICG15-113,International,CG,8/4/2015,22/04/2015,23/04/2015,TRD - CUBA,THAI THINH SHOES CORP.,CONTS,,,HO CHI MINH CITY,CMi1504-1812-1,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,ASSORTED GOODS,ASSORTED GOODS,1,Cont(s)
ICG15-114,International,CG,8/4/2015,23/04/2015,24/04/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONT,,,BINHDUONG & DONG NAI,CMi1211-3606-80,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,CERAMIC TILES,CERAMIC TILES,24,Cont(s)
ICG15-115,International,CG,23/04/2015,23/04/2015,24/05/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONT,,,DIONG NAI,CMi1501-0477-9,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,Detergent,DETERGENT,12,Cont(s)
ICG15-116,International,CG,23/04/2015,24/04/2015,24/04/2015,TRD - CUBA,THAI THINH SHOES CORP.,CONTS,,,HAIPHONG,CMi1504-1835-1,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,slippers & handbags,SLIPPER,4,Cont(s)
ICG15-117,International,CG,24/04/2015,25/04/2015,28/04/2015,ALIMPORT - CUBA,XOVEL S.A.,CONTS,,,THAILAND,CMi1412-4037-8,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,"CANNED TUNA 170G/1,000G",CANNED SARDINES IN VEGETABLE OIL AND IN TOMATO SAUCE,7,Cont(s)
ICG15-118,International,CG,29/04/2015,29/04/2015,29/04/2015,MAPRINTER,CASABLANCA S.A,CONTS,,,,,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,SINAR CARD,SINAR CARD,100,MTS
ICG15-119,International,CG,5/5/2015,6/5/2015,7/5/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONT,,,,CMi1211-3606-81,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,CERAMIC TILES,CERAMIC TILES,20,Cont(s) x 20' DC
ICG15-120,International,CG,5/5/2015,6/5/2015,6/5/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONT,,,,CMi1501-0116-4,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,PVC DOOR,PVC DOOR,20,Cont(s)
ICG15-121,International,CG,5/5/2015,6/5/2015,7/5/2015,TRD - CUBA,TOAN THINH PHAT COMPANY,CONT,,,,CMi1502-0743-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,RICE Noodle AND SOY SAUCE,RICE Noodle AND SOY SAUCE,20,Cont(s)
ICG15-122,International,CG,5/5/2015,7/5/2015,8/5/2015,TRD - CUBA,THAI THINH COMPANY,CONTS,,,,Cmi-1504-1835-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,"Shoes, SLIPPER, BACKPACK & PURSES","Shoes, SLIPPER, BACKPACK & PURSES",7,Cont(s)
ICG15-123,International,CG,7/5/2015,9/5/2015,9/5/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,CONTS,,,,Cmi-1407-2422-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,BABIES DIAPER,BABIES DIAPER,3,Cont(s)
ICG15-124,International,CG,7/5/2015,27/05/2015,28/05/2015,TRD - CUBA,LG ELECTRONICS PANAMA,CONTS,,,,CMi1503-1494-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,Washing Machine (Model-701N),Washing Machine (Model-701N),,
ICG15-125,International,CG,8/5/2015,8/5/2015,8/5/2015,TRD - CUBA,TUAN VIET SHOES,CONTS,,,,CMi1504-1437-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,SPORT SHOES,SPORT SHOES,1,Cont(s)
ICG15-126,International,CG,11/5/2015,9/5/2015,11/5/2015,TRD - CUBA,THAI BINH INVESTMENT TRADING CORPORATION,,,,,CMi1504-1816,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,bicycle,BICYCLES,,
ICG15-127,International,CG,12/5/2015,12/5/2015,14/05/2015,TRD - CUBA,THAI THINH SHOES CORP.,,,,,,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,SANITARY WARE,SANITARY WARE,,
ICG15-128,International,CG,12/5/2015,15/05/2015,15/05/2015,MAPRINTER,PETROPLASTICS & CHEMICALS LIMITED,CONT,,,,CMi1409-2709-3,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,PEGAMENTO HOT MELT DE CONTRUCCION/ FIJACION,EGAMENTO HOT MELT DE CONTRUCCION/ FIJACION,,
ICG15-129,International,CG,12/5/2015,13/05/2015,14/05/2015,TRD - CUBA,,CONTS,,,,,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,Detergent,DETERGENT,,
ICG15-130,International,CG,12/5/2015,13/05/2015,14/05/2015,TRD - CUBA,,CONTS,,,,CMi1211-3606-82,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,CERAMIC TILES,CERAMIC TILES,,
ICG15-131,International,CG,12/5/2015,15/05/2015,15/05/2015,ARTEX S.A,"NHAT TRANG TRADE & TOURISM CO., LTD",CONTS,,,,CMi1501-0071-3,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,NOTEBOOKS,NOTEBOOKS,,
ICG15-132,International,CG,13/05/2015,16/05/2015,16/05/2015,"CONSUMIMPORT HAVANA, CUBA",CASABLANCA S.A,CONTS,,,,CMi1505-2138-1,CASABLANCA S.A,CASABLANCA S.A,"CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA","CALLE 16 Y 17 LOTE #13 EDIFICIO HAYATUR P.O BOX 0302-00494 FREE ZONE, REPUBLICA DE PANAMA",,,,photocopy paper in reams,PHOTOCOPY PAPER,,
ICG15-133,International,CG,15/05/2015,15/05/2015,16/05/2015,TRD - CUBA,,CONTS,,,,CMi1504-1677,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,PAPER,PAPER,,
ICG15-134,International,CG,15/05/2015,14/05/2015,15/05/2015,TRD - CUBA,,CONTS,,,,,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,HOME ACCESSORIES,HOME ACCESSORIES,,
ICG15-135,International,CG,15/05/2015,20/06/2015,20/06/2015,ALIMPORT - CUBA,XOVEL S.A.,CONTS,,,,CMi1504-1799-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,"CANNED TUNA 170G/1,000G",CANNED TUNA IN VEGETABLE OIL 170G,,
ICG15-136,International,CG,19/05/2015,19/05/2015,21/05/2015,TRD - CUBA,,CONTS,,,,CMi1211-3606-83,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,CERAMIC TILES,CERAMIC TITLES,,
ICG15-137,International,CG,19/05/2015,19/05/2015,22/05/2015,TRD - CUBA,,CONTS,,,,CMi1501-0477-11,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,Detergent,DETERGENT,,
ICG15-138,International,CG,20/05/2015,16/05/2015,16/05/2015,MAPRINTER,CASABLANCA S.A,CONTS,,,,CMi1504-1565-2,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,PAPER,PAPEL BOND 75 GMS,,
ICG15-139,International,CG,20/05/2015,26/05/2015,26/05/2015,MAPRINTER,CASABLANCA S.A,CONTS,,,,CMi1503-1524-3,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,SINAR FOLD/ CARD,SINAR FOLD,,
ICG15-140,International,CG,20/05/2015,28/05/2015,28/05/2015,MAPRINTER,CASABLANCA S.A,CONTS,,,,CMi1504-1565-3,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,PAPER,PAPER BOND 75G,,
ICG15-141,International,CG,20/05/2015,22/05/2015,22/05/2015,TRD - CUBA,B.O.R MARKET,CONTS,,,,Cmi1505-2143,"B.O.R MARKET, S.A","B.O.R MARKET, S.A","Las Rozas de Madrid, Centro Empresarial Tartessos edifico Apolo, Calle Pollensa 2. Segunda planta oficina 17","Las Rozas de Madrid, Centro Empresarial Tartessos edifico Apolo, Calle Pollensa 2. Segunda planta oficina 18","Las Rozas de Madrid, Centro Empresarial Tartessos edifico Apolo, Calle Pollensa 2. Segunda planta oficina 19",,,,BASS FILLET GLACE,BASS FILLET GLACE SP/SE/SG/SIZE 220 UP,,
ICG15-142,International,CG,20/05/2015,28/05/2015,30/05/2015,TRD - CUBA,VIGLACERA BINH DUONG SANITARY WARE COMPANY,CONTS,,,,CMi1501-0053-5,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,CERAMIC TILES,CERAMIC TITLES,,
ICG15-143,International,CG,22/05/2015,22/05/2015,22/05/2015,TRD - CUBA,THAI THINH SHOES CORP.,CONTS,,,,CMi1503-1217-3,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,SOAP,SOAP,,
ICG15-144,International,CG,22/05/2015,25/05/2015,27/05/2015,,,,,,,,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,,,,
ICG15-145,International,CG,22/05/2015,,,MAPRINTER,,CONTS,,,,,THAI BINH INVESTMENT TRADING CORPORATION,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI THÁI BÌNH,"26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM","26B Phan Chu Trinh, P. Hiệp Phú, Thủ Đức, TP. HCM",,,,PAPER,PAPER,,
ICG15-146,International,CG,22/05/2015,29/05/2015,29/05/2015,CIMEX SA,COMERCIAL WHITEHORN,CONTS,,,,CMi1503-1219-3,S.I.S CUBACONTROL S.A,S.I.S CUBACONTROL S.A,"Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba","Calle Conill, No.580, Esq. 26, Nuevo Vedado, Plaza, C. La Habana, Cuba",,,,MILK,CONDENSED MILK,,
